id,user_id,event_datetime,amount
15862,15137,2016-08-23T13:46:13,150
15863,15141,2016-08-24T21:26:22,100
15864,15117,2016-08-25T11:36:08,150
15865,15193,2016-08-28T12:38:51,100
15866,15183,2016-08-30T03:16:17,100
15867,15209,2016-08-30T23:16:06,100
15868,15202,2016-09-01T14:56:01,200
15869,15369,2016-09-02T18:17:56,100
15870,15321,2016-09-03T04:30:56,150
15871,15323,2016-09-03T11:51:05,100
15872,15480,2016-09-03T15:32:34,150
15873,15476,2016-09-03T16:41:37,150
15874,15500,2016-09-03T18:04:36,50
15875,15457,2016-09-03T20:36:21,100
15876,15427,2016-09-04T00:24:43,150
15877,15424,2016-09-04T02:18:28,50
15878,15375,2016-09-04T05:55:50,200
15879,15249,2016-09-04T14:50:25,150
15880,15310,2016-09-04T15:38:52,50
15881,15428,2016-09-04T17:44:37,50
15882,15558,2016-09-04T19:33:47,100
15883,15300,2016-09-05T07:08:47,50
15884,15426,2016-09-05T09:08:10,100
15885,15297,2016-09-05T14:11:59,200
15886,15554,2016-09-05T14:14:20,50
15887,15351,2016-09-05T15:30:30,200
15888,15272,2016-09-06T14:47:33,100
15889,15563,2016-09-06T21:52:03,100
15890,15261,2016-09-06T23:41:43,100
15891,15282,2016-09-07T01:45:31,200
15892,15333,2016-09-07T04:11:21,100
15893,15498,2016-09-07T06:51:16,50
15894,15459,2016-09-07T17:12:49,25
15895,15386,2016-09-07T21:39:59,100
15896,15581,2016-09-08T01:08:44,100
15897,15601,2016-09-08T06:02:59,150
15898,15259,2016-09-08T09:26:56,100
15899,15545,2016-09-08T14:55:36,100
15900,15256,2016-09-08T17:44:54,150
15901,15382,2016-09-08T20:00:00,100
15902,15289,2016-09-09T08:15:05,100
15903,15553,2016-09-10T11:07:23,300
15904,15635,2016-09-12T06:50:16,150
15905,15612,2016-09-12T07:02:52,50
15906,15687,2016-09-12T21:18:03,100
15907,15664,2016-09-12T23:05:45,150
15908,15763,2016-09-13T05:44:01,100
15909,15677,2016-09-15T03:36:03,50
15910,15736,2016-09-15T13:30:55,100
15911,15723,2016-09-15T14:39:10,50
15912,15699,2016-09-15T18:18:43,200
15913,15768,2016-09-17T06:14:53,200
15914,15707,2016-09-17T15:44:31,50
15915,15758,2016-09-17T16:14:56,100
15916,15743,2016-09-18T03:48:32,100
15917,15886,2016-09-19T11:04:19,150
15918,15831,2016-09-20T14:55:33,25
15919,15890,2016-09-21T12:00:18,150
15920,15839,2016-09-21T14:37:59,100
15921,15826,2016-09-21T16:21:30,150
15922,15889,2016-09-21T19:28:55,100
15923,15879,2016-09-22T00:12:19,150
15924,15936,2016-09-23T00:40:55,250
15925,15896,2016-09-23T16:02:58,100
15926,15854,2016-09-24T02:42:59,150
15927,15998,2016-09-27T13:12:02,100
15928,15926,2016-09-27T20:49:25,100
15929,15993,2016-09-28T02:17:28,50
15930,15987,2016-09-30T04:35:10,100
15931,16082,2016-10-01T21:32:12,100
15932,15990,2016-10-02T04:07:13,100
15933,15988,2016-10-03T03:50:13,50
15934,16046,2016-10-03T06:18:58,150
15935,16043,2016-10-03T13:44:13,100
15936,16083,2016-10-04T09:44:39,100
15937,16037,2016-10-05T14:42:32,150
15938,16103,2016-10-11T01:00:02,150
15939,16121,2016-10-11T11:26:13,25
15940,16171,2016-10-12T08:25:54,50
15941,16139,2016-10-14T20:29:22,150
15942,16204,2016-10-15T10:44:06,200
15943,16165,2016-10-15T17:39:31,100
15944,16227,2016-10-17T19:19:13,50
15945,16275,2016-10-18T16:35:29,150
15946,16342,2016-10-22T06:40:22,150
15947,16343,2016-10-23T07:11:27,50
15948,16303,2016-10-23T16:48:46,50
15949,16267,2016-10-24T13:45:30,100
15950,16366,2016-10-24T19:18:46,100
15951,16316,2016-10-25T03:48:32,50
15952,16297,2016-10-25T08:05:33,150
15953,16369,2016-10-25T13:56:55,250
15954,16394,2016-10-25T14:04:26,100
15955,16362,2016-10-25T19:01:57,150
15956,16371,2016-10-25T20:43:29,100
15957,16398,2016-10-27T11:06:53,100
15958,16376,2016-10-27T13:42:56,50
15959,16425,2016-10-28T13:19:40,150
15960,16355,2016-10-29T08:56:49,25
15961,16430,2016-10-29T09:20:12,100
15962,16421,2016-10-29T18:17:14,25
15963,16429,2016-10-31T04:21:58,100
15964,16435,2016-10-31T06:04:33,150
15965,16496,2016-11-05T09:36:47,100
15966,16457,2016-11-06T03:20:08,25
15967,16482,2016-11-06T09:43:51,50
15968,16515,2016-11-06T10:50:40,50
15969,16520,2016-11-07T19:26:58,100
15970,16509,2016-11-10T15:44:30,100
15971,16563,2016-11-12T12:05:24,200
15972,16549,2016-11-13T07:14:33,100
15973,16583,2016-11-15T20:09:39,100
15974,16558,2016-11-15T20:11:36,100
15975,16551,2016-11-15T22:49:34,150
15976,16605,2016-11-16T00:47:10,100
15977,16634,2016-11-18T16:07:05,50
15978,16603,2016-11-20T06:01:51,200
15979,16675,2016-11-22T01:56:47,25
15980,16639,2016-11-22T13:55:56,150
15981,16709,2016-11-26T22:50:52,150
15982,16726,2016-11-27T01:58:49,100
15983,16662,2016-11-27T05:54:11,25
15984,16753,2016-11-27T14:07:12,150
15985,16752,2016-11-27T16:54:47,100
15986,16746,2016-11-27T19:10:25,150
15987,16695,2016-11-28T02:06:32,200
15988,16795,2016-11-28T14:35:34,100
15989,16787,2016-11-28T19:49:02,200
15990,16697,2016-11-29T00:59:09,50
15991,16693,2016-11-29T20:41:29,100
15992,16813,2016-12-01T08:01:13,200
15993,16767,2016-12-01T18:45:50,100
15994,16816,2016-12-02T06:53:23,50
15995,16855,2016-12-03T23:03:10,250
15996,16809,2016-12-05T01:02:04,50
15997,16848,2016-12-05T02:33:03,50
15998,16888,2016-12-05T04:32:28,100
15999,16869,2016-12-07T09:47:39,150
16000,16903,2016-12-08T12:41:29,150
16001,16912,2016-12-09T15:09:16,50
16002,16964,2016-12-11T20:24:56,150
16003,16960,2016-12-12T13:05:53,150
16004,16943,2016-12-13T13:28:42,100
16005,17014,2016-12-14T20:51:18,50
16006,17029,2016-12-14T21:58:23,50
16007,16985,2016-12-14T23:10:06,50
16008,16983,2016-12-15T17:58:00,100
16009,17044,2016-12-16T04:18:22,200
16010,17005,2016-12-16T10:30:43,100
16011,17003,2016-12-16T11:29:06,200
16012,16974,2016-12-16T12:05:10,50
16013,17090,2016-12-16T21:26:14,150
16014,17064,2016-12-17T14:00:26,50
16015,17080,2016-12-17T16:20:27,100
16016,17097,2016-12-18T13:01:47,150
16017,17070,2016-12-19T06:01:50,100
16018,17089,2016-12-20T15:29:38,100
16019,17100,2016-12-21T19:25:11,150
16020,17103,2016-12-22T10:04:33,200
16021,17123,2016-12-23T20:22:05,150
16022,17134,2016-12-24T21:16:53,100
16023,17157,2016-12-25T02:17:07,100
16024,17188,2016-12-27T15:25:14,100
16025,17203,2016-12-27T21:50:24,150
16026,17165,2016-12-28T15:09:44,100
16027,17162,2016-12-30T18:51:32,150
16028,17244,2016-12-31T14:19:47,100
16029,17223,2017-01-01T00:22:30,50
16030,17206,2017-01-01T05:42:20,150
16031,17266,2017-01-01T21:30:21,100
16032,17241,2017-01-03T03:11:55,50
16033,17277,2017-01-06T22:26:01,50
16034,17261,2017-01-07T19:01:11,100
16035,17377,2017-01-12T23:27:48,50
16036,17337,2017-01-13T12:19:44,100
16037,17332,2017-01-13T13:00:24,150
16038,17439,2017-01-13T21:22:18,250
16039,17429,2017-01-15T00:55:38,200
16040,17435,2017-01-15T04:13:16,200
16041,17411,2017-01-16T04:03:43,50
16042,17476,2017-01-16T20:59:04,100
16043,17449,2017-01-19T13:35:19,50
16044,17546,2017-01-21T03:11:02,50
16045,17538,2017-01-21T06:05:44,25
16046,17523,2017-01-21T10:25:36,200
16047,17531,2017-01-22T19:22:59,25
16048,17558,2017-01-24T04:40:56,150
16049,17603,2017-01-25T06:00:10,100
16050,17653,2017-01-26T16:49:19,150
16051,17634,2017-01-27T13:03:38,100
16052,17598,2017-01-27T15:44:08,50
16053,17684,2017-01-30T05:35:10,150
16054,17627,2017-01-31T21:39:14,150
16055,17693,2017-02-01T21:26:38,200
16056,17725,2017-02-05T06:15:01,100
16057,17858,2017-02-05T17:25:11,50
16058,17798,2017-02-05T17:30:58,100
16059,17803,2017-02-05T19:51:15,100
16060,17827,2017-02-07T00:24:42,50
16061,17873,2017-02-08T10:36:28,150
16062,17890,2017-02-09T10:36:23,100
16063,17843,2017-02-09T20:58:31,50
16064,17927,2017-02-10T02:40:15,150
16065,17954,2017-02-10T22:00:46,200
16066,17861,2017-02-12T10:47:31,50
16067,17938,2017-02-13T07:09:45,25
16068,17915,2017-02-13T11:56:46,50
16069,18014,2017-02-14T15:32:14,25
16070,17864,2017-02-15T12:41:17,100
16071,17975,2017-02-16T14:02:11,200
16072,18008,2017-02-16T22:31:00,150
16073,18002,2017-02-17T07:06:59,100
16074,18076,2017-02-17T08:56:53,200
16075,18018,2017-02-17T19:48:47,200
16076,18032,2017-02-18T22:02:19,25
16077,18059,2017-02-20T00:47:17,25
16078,18160,2017-02-21T09:48:48,250
16079,18194,2017-02-21T13:23:40,100
16080,18061,2017-02-21T16:48:11,100
16081,18143,2017-02-21T17:17:49,100
16082,18077,2017-02-22T00:05:08,150
16083,18118,2017-02-22T08:18:53,150
16084,18176,2017-02-24T00:37:16,100
16085,18230,2017-02-24T03:23:54,250
16086,18136,2017-02-24T09:21:57,100
16087,18219,2017-02-24T18:45:05,200
16088,18180,2017-02-25T06:29:20,100
16089,18134,2017-02-25T10:43:45,150
16090,18290,2017-02-25T13:25:06,100
16091,18203,2017-02-26T03:27:08,150
16092,18307,2017-02-26T11:54:10,100
16093,18126,2017-02-26T13:21:06,150
16094,18169,2017-02-26T21:32:31,50
16095,18187,2017-02-27T10:08:14,25
16096,18237,2017-02-27T15:17:26,100
16097,18264,2017-02-28T13:12:44,100
16098,18256,2017-02-28T14:18:00,100
16099,18406,2017-02-28T23:19:42,50
16100,18280,2017-03-01T03:48:18,100
16101,18433,2017-03-02T05:01:11,100
16102,18337,2017-03-03T02:33:46,100
16103,18399,2017-03-03T04:38:39,100
16104,18458,2017-03-03T10:18:52,150
16105,18271,2017-03-04T03:12:57,150
16106,18286,2017-03-04T04:06:35,200
16107,18383,2017-03-04T04:15:29,50
16108,18486,2017-03-04T10:29:50,25
16109,18363,2017-03-05T01:43:08,100
16110,18530,2017-03-05T11:11:14,100
16111,18421,2017-03-05T21:51:29,50
16112,18553,2017-03-06T11:23:09,100
16113,18505,2017-03-06T19:41:10,100
16114,18564,2017-03-07T00:54:47,200
16115,18441,2017-03-07T06:44:16,50
16116,18594,2017-03-08T04:17:25,200
16117,18417,2017-03-08T23:22:45,50
16118,18412,2017-03-08T23:49:32,150
16119,18465,2017-03-09T11:36:53,100
16120,18586,2017-03-10T06:56:10,50
16121,18587,2017-03-10T07:29:20,100
16122,18698,2017-03-11T09:23:18,150
16123,18680,2017-03-11T10:30:19,100
16124,18635,2017-03-11T15:56:32,50
16125,18526,2017-03-11T18:08:11,150
16126,18678,2017-03-12T00:34:13,25
16127,18601,2017-03-12T04:53:57,150
16128,18602,2017-03-12T16:23:06,100
16129,18651,2017-03-12T17:32:55,25
16130,18662,2017-03-12T18:57:02,100
16131,18605,2017-03-13T00:24:47,150
16132,18720,2017-03-13T13:43:35,100
16133,18724,2017-03-13T19:27:24,50
16134,18589,2017-03-13T19:28:46,100
16135,18689,2017-03-13T23:01:44,100
16136,18629,2017-03-15T10:24:27,100
16137,18711,2017-03-15T19:53:36,50
16138,18835,2017-03-16T18:42:54,150
16139,18777,2017-03-17T05:49:12,100
16140,18832,2017-03-17T15:02:49,200
16141,18897,2017-03-18T06:03:51,100
16142,18863,2017-03-18T14:00:14,50
16143,18695,2017-03-18T14:36:41,150
16144,18715,2017-03-18T19:17:56,250
16145,18848,2017-03-18T20:56:39,200
16146,18782,2017-03-18T21:43:31,50
16147,18729,2017-03-19T11:22:36,100
16148,18838,2017-03-19T19:22:52,100
16149,18880,2017-03-20T10:12:58,100
16150,18859,2017-03-20T15:03:57,100
16151,18775,2017-03-20T16:51:56,50
16152,18933,2017-03-20T21:49:39,150
16153,18865,2017-03-20T21:59:12,150
16154,18932,2017-03-20T22:39:36,100
16155,18901,2017-03-21T08:16:15,50
16156,18952,2017-03-21T09:59:17,25
16157,18926,2017-03-22T22:13:12,100
16158,18825,2017-03-23T16:31:04,150
16159,18842,2017-03-24T03:20:56,50
16160,18985,2017-03-24T06:29:41,100
16161,19044,2017-03-24T14:47:12,50
16162,18868,2017-03-24T16:50:27,150
16163,19118,2017-03-25T20:18:42,50
16164,19081,2017-03-25T23:11:00,150
16165,19026,2017-03-26T13:54:20,150
16166,19040,2017-03-26T15:19:55,50
16167,19063,2017-03-27T19:07:39,150
16168,18994,2017-03-28T00:34:57,250
16169,19033,2017-03-28T09:05:02,100
16170,19131,2017-03-28T17:31:17,200
16171,19172,2017-03-28T22:27:28,50
16172,19069,2017-03-29T00:50:31,200
16173,19244,2017-03-29T19:36:42,150
16174,19127,2017-03-29T21:05:50,100
16175,19103,2017-03-29T21:33:23,150
16176,19162,2017-03-29T22:00:36,100
16177,19176,2017-03-30T13:24:49,25
16178,19056,2017-03-30T14:23:55,100
16179,19197,2017-03-31T06:53:38,100
16180,19306,2017-04-01T00:46:30,150
16181,19294,2017-04-01T14:09:47,100
16182,19272,2017-04-02T06:30:58,50
16183,19182,2017-04-02T09:37:09,100
16184,19215,2017-04-02T20:54:05,100
16185,19139,2017-04-02T21:04:51,100
16186,19361,2017-04-03T04:04:19,25
16187,19228,2017-04-03T05:16:35,150
16188,19322,2017-04-04T16:58:13,200
16189,19261,2017-04-04T19:29:30,50
16190,19351,2017-04-05T08:30:35,50
16191,19190,2017-04-05T21:31:51,150
16192,19391,2017-04-06T01:31:27,25
16193,19410,2017-04-06T03:41:28,100
16194,19469,2017-04-06T14:22:04,150
16195,19425,2017-04-06T17:51:07,100
16196,19444,2017-04-09T03:57:11,100
16197,19479,2017-04-10T06:04:56,100
16198,19448,2017-04-10T07:34:29,100
16199,19507,2017-04-10T15:38:14,150
16200,19516,2017-04-10T20:27:38,50
16201,19472,2017-04-11T06:32:03,50
16202,19557,2017-04-11T17:52:56,100
16203,19625,2017-04-12T10:13:28,100
16204,19545,2017-04-12T18:05:37,200
16205,19628,2017-04-13T05:58:09,25
16206,19648,2017-04-13T10:08:13,50
16207,19510,2017-04-13T16:17:22,150
16208,19688,2017-04-15T09:05:55,100
16209,19767,2017-04-15T21:13:03,50
16210,19597,2017-04-15T22:33:08,100
16211,19761,2017-04-16T19:34:07,50
16212,19697,2017-04-16T20:24:32,100
16213,19615,2017-04-17T00:38:30,100
16214,19712,2017-04-17T01:17:05,100
16215,19735,2017-04-17T22:26:11,100
16216,19727,2017-04-17T23:21:37,100
16217,19854,2017-04-18T15:23:58,150
16218,19696,2017-04-18T22:10:12,50
16219,19892,2017-04-19T08:38:07,50
16220,19891,2017-04-19T22:40:24,150
16221,19879,2017-04-20T08:22:37,100
16222,19921,2017-04-20T14:33:53,200
16223,19859,2017-04-20T14:57:56,100
16224,19864,2017-04-21T00:39:45,100
16225,19772,2017-04-21T10:52:25,100
16226,19987,2017-04-21T12:33:01,25
16227,19819,2017-04-21T17:36:29,150
16228,19988,2017-04-21T18:55:47,25
16229,19969,2017-04-22T16:56:02,150
16230,19937,2017-04-23T03:14:44,200
16231,20031,2017-04-23T06:22:54,200
16232,19905,2017-04-23T08:01:56,25
16233,19834,2017-04-23T21:42:09,100
16234,19814,2017-04-23T22:51:23,100
16235,20048,2017-04-23T23:21:24,100
16236,20073,2017-04-24T05:20:58,150
16237,20015,2017-04-24T10:05:49,100
16238,19964,2017-04-25T21:16:58,200
16239,19986,2017-04-25T21:39:12,100
16240,19998,2017-04-26T17:40:46,50
16241,20010,2017-04-27T09:05:02,100
16242,20088,2017-04-27T13:27:05,50
16243,19918,2017-04-27T23:52:04,100
16244,20062,2017-04-29T02:03:03,150
16245,20072,2017-04-29T15:22:47,100
16246,20248,2017-04-29T17:01:29,200
16247,20257,2017-05-01T02:43:13,100
16248,20240,2017-05-01T04:31:14,100
16249,20275,2017-05-01T08:18:43,25
16250,20168,2017-05-01T13:40:10,100
16251,20199,2017-05-01T23:08:48,50
16252,20285,2017-05-03T01:20:13,50
16253,20160,2017-05-03T12:02:26,100
16254,20186,2017-05-04T23:28:12,50
16255,20350,2017-05-05T08:23:26,100
16256,20354,2017-05-06T20:03:06,100
16257,20402,2017-05-07T10:49:04,150
16258,20370,2017-05-07T12:13:45,200
16259,20487,2017-05-08T05:41:51,100
16260,20329,2017-05-08T09:39:08,100
16261,20283,2017-05-08T12:35:57,150
16262,20464,2017-05-08T17:27:21,200
16263,20449,2017-05-09T02:35:47,150
16264,20328,2017-05-09T13:01:20,100
16265,20535,2017-05-11T01:42:55,200
16266,20371,2017-05-11T03:19:35,150
16267,20529,2017-05-11T06:39:24,25
16268,20434,2017-05-11T14:34:09,50
16269,20512,2017-05-12T10:46:32,100
16270,20494,2017-05-12T11:54:15,25
16271,20581,2017-05-12T18:44:48,150
16272,20440,2017-05-12T23:20:35,50
16273,20510,2017-05-13T01:27:40,50
16274,20460,2017-05-13T02:46:36,50
16275,20667,2017-05-13T13:39:21,100
16276,20584,2017-05-13T15:51:25,100
16277,20652,2017-05-13T22:25:11,25
16278,20615,2017-05-14T06:42:04,50
16279,20696,2017-05-14T17:57:50,100
16280,20573,2017-05-15T09:53:56,100
16281,20623,2017-05-16T04:30:15,50
16282,20574,2017-05-16T09:09:41,100
16283,20634,2017-05-16T09:28:07,150
16284,20578,2017-05-17T10:10:42,150
16285,20769,2017-05-17T12:24:23,150
16286,20702,2017-05-18T00:08:34,100
16287,20757,2017-05-18T02:28:13,200
16288,20673,2017-05-18T02:37:32,50
16289,20743,2017-05-18T05:05:40,50
16290,20730,2017-05-18T21:49:30,200
16291,20577,2017-05-19T01:56:54,100
16292,20851,2017-05-19T17:52:46,150
16293,20733,2017-05-19T23:02:51,100
16294,20773,2017-05-20T13:05:10,100
16295,20799,2017-05-20T23:12:21,50
16296,20830,2017-05-21T06:56:21,100
16297,20692,2017-05-21T15:16:12,50
16298,20906,2017-05-21T17:53:51,150
16299,20798,2017-05-23T00:08:35,50
16300,20891,2017-05-23T00:18:55,200
16301,20933,2017-05-23T08:27:50,100
16302,20747,2017-05-23T15:14:22,50
16303,20985,2017-05-25T12:20:42,50
16304,20989,2017-05-28T07:07:12,250
16305,21092,2017-05-28T08:30:15,50
16306,21034,2017-05-28T16:32:53,50
16307,21089,2017-05-29T09:53:03,250
16308,20999,2017-05-30T03:04:31,150
16309,21055,2017-05-30T06:32:02,25
16310,21002,2017-05-30T21:31:37,100
16311,21105,2017-05-31T02:17:52,50
16312,21128,2017-05-31T08:31:08,100
16313,21085,2017-05-31T09:28:06,50
16314,21056,2017-05-31T16:08:03,50
16315,21109,2017-05-31T23:06:55,350
16316,21198,2017-06-02T03:17:52,150
16317,21218,2017-06-02T11:20:42,25
16318,21093,2017-06-02T13:18:08,50
16319,21146,2017-06-02T13:59:44,100
16320,21199,2017-06-02T16:09:29,50
16321,21116,2017-06-02T17:14:17,50
16322,21223,2017-06-02T18:11:17,100
16323,21224,2017-06-02T20:21:45,200
16324,21241,2017-06-03T03:11:43,100
16325,21283,2017-06-03T07:24:29,100
16326,21126,2017-06-03T12:09:37,50
16327,21263,2017-06-03T21:11:01,100
16328,21274,2017-06-03T22:07:11,150
16329,21090,2017-06-04T08:10:30,100
16330,21313,2017-06-04T11:45:46,100
16331,21249,2017-06-05T01:23:31,250
16332,21314,2017-06-05T03:02:22,25
16333,21343,2017-06-05T07:30:36,50
16334,21239,2017-06-05T18:15:36,100
16335,21131,2017-06-05T18:19:34,150
16336,21365,2017-06-06T02:47:43,100
16337,21434,2017-06-06T13:31:17,100
16338,21363,2017-06-06T21:29:57,50
